MAL_ID,Name,Score,Genres,sypnopsis
2124,Code Geass: Hangyaku no Lelouch Recaps,7.04,"Action, Mecha, Military, School, Super Power",cap episodes of Code Geass. Also known as episodes 8.5 and 17.5.
2125,Yuu☆Yuu☆Hakusho: Eizou Hakusho - Ankoku Bujutsukai no Shou,7.27,"Action, Adventure, Supernatural, Shounen","These are two recap specials that focus on Team Urameshi's matches in the Dark Tournament, with a few character songs playing in the background. There are also two shorts at the end of each episode, both of which are about 1:20 long. Eizou Hakusho Series: Ankoku Bujutsukai no Shou - Gekan -Group Photo Eizou Hakusho Series: Ankoku Bujutsukai no Shou - Joukan -Koto's Interv"
2126,Yuu☆Yuu☆Hakusho: Eizou Hakusho II,7.34,"Action, Adventure, Comedy, Supernatural, Shounen","Eizou Hakusho II actually consists of four separate volumes. Each volume focuses around one of the main characters; Yusuke, Kurama, Hiei, or Kuwabara. Each episode is basically recap about the specific character's involvement in the series. The beginning of each episode also contains a short music video about the specific character, with a song by its seiyuu."
2128,Yuusha Raideen,6.55,"Action, Adventure, Mecha, Sci-Fi, Shounen","fter a slumber of 12 millennia, the Demon Empire returns to seize control of the Earth. Reideen, the giant robot-like protector of the lost continent of Mu, senses the evil presence and awakens within its golden pyramid, revealing to young Japanese boy Akira Hibiki that he is the one descendant of the ancient Mu people who must help Reideen save Earth. He was assisted by his friends, token girl Mari Sakurano (daughter of a scientist fighting the Demon Empire) and several members of his high school soccer team. (Source: AniDB)"
2129,True Tears,7.36,"Drama, Romance, School","ving under the same roof with the girl he has a crush on should be a dream for Shinichirou Nakagami, but the reality is closer to a nightmare. At school, Hiromi is bright, academically successful, athletic, and popular. But at home, Hiromi is a completely different person; she's cold, distant, and encased in the protective shell she's erected around herself after a painful childhood. At school, a strange girl named Isurugi Noe suddenly takes an interest in Shinichirou. Noe loves the school's chickens, especially Raigomaru, who she's convinced can fly. Thus begins a strange relationship where Shinichirou helps Noe resolve her problems, even as he tries to figure out his own feelings about Noe, Hiromi, and his childhood friend, Andou Aiko. All the while Shinichirou is also trying to find the key to unlock Hiromi's heart, and to finish the children's picture book he's been writing. Surprisingly, it's Noe who proves critical to both..."
2130,Kaibutsu Oujo,7.02,"Action, Comedy, Supernatural, Horror, Vampire, Shounen","hen Hiro Hiyorimi tries to save a beautiful young woman from certain death, he ends up a dead hero himself! However, since the drop-dead girl is Hime, daughter of the King of the Monsters, his ""reward"" is to come back as a not-quite-living soldier in her honor guard of horror! That means helping fight off the army of supernatural monstrosities Hime's siblings are unleashing against her in hopes of moving up the ladder of succession. And if facing off with vampires and zombies isn't bad enough, how can anyone be prepared for the REALLY weird ones, like were-sharks, pandas and killer dumplings? This sure as hell isn't the afterlife Hiro was hoping for, but the really sad part is that Hime is the good girl in all of this... or at least as close to good as you can come when you're on the wrong side of the gates of hell! (Source: RightStuf)"
2131,Bokusatsu Tenshi Dokuro-chan 2,6.7,"Comedy, Magic, Ecchi","Only more bizarre, troublesome, and funny adventures await Sakura Kusakabe as he continues living with the angel sisters Dokuro and Zakuro Mitsukai. More angels, including the polite Sabato Mihashigo and the quirky Zansu, show up to join in on the crazy situations. More often than not, their antics lead to Dokuro and her trusty Excalibolg killing Sakura, turning him into a bloody pulp."
2132,Inukami! The Movie: Tokumei Reiteki Sousakan Karina Shirou!,7.06,"Comedy, Supernatural, Magic, Romance, Ecchi","In 2007, the Punishment of Sexual Perversions Law came into effect. The city is surrounded by a squadron wearing protective suits and they begin to arrest any who look like perversions. No wonder that Inukami Master Keita and Inukami Yoko are wanted for Class A perversions. What will happen to Keita, Yoko, Kaoru's Inukami, and the other lovely perversions? What about Karina? (Source: AniDB)"
2141,Oseam,7.21,"Adventure, Drama","The animation is based on the fairy tale of the same name with the local sale over 100,000 copies by Jeong Chae-bong, a writer well known for his innocent and heart-stirring tales. It is a story about two orphans, Gil-son, a five-year-old boy, and his blind sister Gam-i who are brought up by a charitable monk at a secluded temple in Mt. Seorak. Gil-son, a mischievous boy, is the guide for this hour-long travel in search of innocence. Having a pure heart, he befriends all living things and communicates with clouds, birds and flowers. One snowy day, however..."
2142,Blue Dragon,6.41,"Adventure, Comedy, Fantasy, Supernatural","s Shu's village was being attacked by an unknown enemy, he and his friends, Jiro and Kluke decide to defend their home. They soon meet warrior Zola and receive the powers of Shadow, an ability that let's them transform their shadow into a powerful monster. Shu receives one of the most powerful monsters, Blue Dragon, and they all set out to defeat their enemy. (Source: ANN)"
2143,Saiyuuki Reload: Burial,7.82,"Action, Adventure, Drama, Fantasy, Shoujo","Taking place in the past it offers a view at the Saiyuuki quartet before their formation and their journey to the west. First OVA starts with Sanzo and his master, also with Ukoku (known as a later Ni Jianyi). Second OVA shows first meeting of Goku and Sanzo. Third OVA considers the events after Hakkai's sins and his trial (that we know from first season of ""Saiyuuki"") and his decision to live in Gojyo's house."
2144,Naruto Movie 3: Dai Koufun! Mikazuki Jima no Animaru Panikku Dattebayo!,6.89,"Action, Adventure","Naruto, Kakashi, Sakura, and Lee are sent to protect a prince during his trip around the world and see that he returns safely to his home in the Moon Country. The Moon Country happens to be really rich and as such the Prince tends to buy anything his heart desires, during his travels the Prince would come across a circus group that features a rare Sabre-toothed tiger that he just had to have. So he purchased the entire group. Suddenly a mission to protect just the spoiled prince that hardly listened to anything said, turns in to a mission to look after animals and a prince that doesn't listen to what they say, and in the end somehow get them all back safely to their home country. All the while there are three mysterious Ninja wielding some frightening jutsu waiting for them. Why are they attacking them? What do they want with Team Kakashi!?! (Source: NarutoFan)"
2150,Tanoshii Muumin Ikka,8.12,"Adventure, Comedy, Fantasy, Kids, Slice of Life","Spring has finally arrived in Moomin Valley, giving way to another great adventure for Moomintroll and the rest of its inhabitants. With Snufkin coming home from his winter migration, the locals of the valley finally begin to rise from their hibernation. Finding a mysterious hat, the Moomins cannot bring themselves to throw it away due to its fine quality, instead hoping to eventually find its owner. While playing games with his friends, Moomin tries to hide in the silk hat. When his friends come looking for him, they are shocked to discover that Moomin has transformed into a hideous creature. Examining himself in the mirror, he is disgusted to find himself completely unrecognizable. Transforming back to normal after scaring his friends and family, Moomin and Snufkin decide to toss the hat in the river. As it drifts away, they begin to wonder who the hat belonged to and whether its owner will return for their lost possession."
2151,Nils no Fushigi na Tabi,7.09,"Kids, Adventure, Fantasy","Nils Holgersson is a young boy on a farm who is cruel to the animals. But when he catches the farm's little goblin it becomes one prank too many. He is magically shrunk and suddenly the farm animals are out for revenge. He flees on the back of the goose Morten and they join up with a flock of wild geese. Together they travel all over Sweden, with Nils hoping to find a way to become big again. (Source: ANN)"
2152,Oh! Edo Rocket,7.23,"Comedy, Drama, Fantasy, Historical, Sci-Fi","In Edo in the mid-1800's, fireworks maker Seikichi Tamaya and his friends struggle to live under the harsh morality laws imposed by the strict city councilor, which ban all luxuries, including fireworks. One day, a strange girl stops by Sekichi's shop with an equally strange request: she wants Sekichi to build a firework that can reach the moon. (Source: ANN)"
2154,Tekkon Kinkreet,7.98,"Action, Adventure, Psychological, Supernatural","The streets of Treasure Town are said to belong to ""The Cats."" They know everything that goes on in the city, and no one can stir up trouble without going through them first. In reality, The Cats are a pair of orphan boys called Black and White, who aren’t afraid of anything or anyone. But their rule of the streets is challenged when the Yakuza come to town and start making changes. The wild Black and the carefree White have no one to rely on but themselves to get their Treasure Town back to the way it was. But their bond is tested as they quickly realize going back to how things were may no longer be an option."
2157,Koutetsushin Jeeg,6.9,"Mecha, Sci-Fi","Kotetsushin Jeeg takes place fifty years after the original and features a new cast of characters—primarily the new main character Kenji Kusanagi, a high school student who becomes Kotetsushin Jeeg to fight the sudden reappearance of ""Haniwa Genjin"" (""Haniwa Phantom Gods"", or clay robots) from the Jamada Empire ruled by Queen Himika. Other characters include Tsubaki Tamashiro (grandaughter of Miwa Uzuki); and Kyou Misumi. Other main characters from the original series also appear."
2158,Terra e... (TV),7.92,"Action, Drama, Military, Sci-Fi, Space","In the future, humans are living on colonized planets and are controlled in every aspect of their life by a system of computers. Evolution has resulted in the birth of people with extraordinary powers. This new race is called Mu. Hated and feared by the humans, the Mu dream of a place to live in peace: Earth—a mystical far away planet—for humanity had to leave their home long ago as pollution and destruction increased and made it impossible to stay there any longer. Jomy is a boy excitedly awaiting his birthday, the day he will enter the world of adults. Yet he knows nothing about the unknown powers sleeping in him and the shared dream of returning to Earth one day."
2159,Ookiku Furikabutte,7.95,"Comedy, Seinen, Sports","hashi was the ace of his middle school's baseball team, but due to his poor pitching, they could never win. Constant losses eventually lead to his teammates bullying him and reached the point where his teammates no longer tried to win, causing Mihashi to graduate with little self-esteem. As a result, Mihashi decides to go to a high school in a different prefecture where he has no intention of playing baseball. Unfortunately, upon his arrival at Nishiura High, he is dragged into joining their new team as the starting pitcher. Although unwilling at first, Mihashi realizes that this is a place where he will be accepted for who he is; with help from the catcher Takaya Abe, he starts to have more confidence in his own abilities. Abe, seeing the potential in Mihashi, makes it a goal to help him become a pitcher worthy of being called an ace."
2161,Skull Man,6.65,"Action, Mystery, Super Power","Otomo City: where freedom and justice have atrophied to the bone; where conspiracy rules the day and death stalks the night... Death in the form of the Skull Man, a literal Grim Reaper whose skeletal grin presages grisly mayhem and murder, even to the monstrous mutants that haunt the city's underworlds! To investigate a bizarre slaying, journalist Minagami Hayato and photographer Kiriko Mamiya must stalk this ultimate predator, through a festering cadaver of a city where the corruption flows in rivers as deep and foul as the sins of the reigning elite, and unearth a secret so shocking that an entire city has been turned into a tomb to contain! In a nightmarish necropolis where nothing is as it seems, vengeance comes in the form of a living Death's-Head! (Source: Sentai Filmworks)"
2164,Dennou Coil,8.09,"Adventure, Comedy, Drama, Mystery, Sci-Fi","In the near future, augmented reality has become a key part of daily life. A gentle middle school girl named Yuuko ""Yasako"" Okonogi and her family have just moved to Daikoku City despite rumors of people disappearing. There, her grandmother, nicknamed ""Mega-baa,"" runs a shop called Megasia that specializes in illegal tools which interact with parts of the virtual world. Mega-baa also hosts an unofficial detective agency called ""Coil,"" a group of children around Yasako's age who find and handle corruption of the virtual world. Yasako gets involved with the group when Fumie Hashimoto, a playful member of Coil, helps rescue her cyberdog Densuke after getting trapped in virtual space while chasing a mysterious virus. Also investigating these corruptions and viruses is an abrasive hacker named Yuuko Amasawa, who the others take to calling Isako. Can Coil discover the truths behind the mysterious viruses and corruption, and if they can, at what cost?"
2165,Gegege no Kitarou (2007),6.93,"Comedy, Horror, Fantasy","The classic tale of Gegege no Kitaro told yet again. The story is the usual in the Gegege no Kitaro series. Kitaro is a boy living in the Gegege Forest/Cemetery (lands where many Yokai roam) with his mostly dead father (who survives only in his eye), Sunakake Babaa, NekoMusume, and Konaki Jiji. One difference between this Kitaro and all of the others that came before him, is that this one has brown hair instead of the standard grayish silver."
2166,Doujin Work,6.79,"Slice of Life, Comedy","Doujin Work follows the life of a young girl named Najimi Osana and her exposure into the doujin world. She was first tempted into becoming a doujin artist after seeing how much one of her friends can make at a convention. Najimi loves to draw, though soon learns contrary to what she expected that this new world is anything but easy. As she attends more conventions and meets more people, Najimi eventually manages to find a group of very interesting friends. These friends already have some experience in the field and help her out along the way so that she can someday make a name for herself creating doujinshi. (Source: ANN)"
2167,Clannad,8.07,"Comedy, Drama, Romance, School, Slice of Life, Supernatural","Tomoya Okazaki is a delinquent who finds life dull and believes he'll never amount to anything. Along with his friend Youhei Sunohara, he skips school and plans to waste his high school days away. One day while walking to school, Tomoya passes a young girl muttering quietly to herself. Without warning she exclaims ""Anpan!"" (a popular Japanese food) which catches Tomoya's attention. He soon discovers the girl's name is Nagisa Furukawa and that she exclaims things she likes in order to motivate herself. Nagisa claims they are now friends, but Tomoya walks away passing the encounter off as nothing. However, Tomoya finds he is noticing Nagisa more and more around school. Eventually he concedes and befriends her. Tomoya learns Nagisa has been held back a year due to a severe illness and that her dream is to revive the school's drama club. Claiming he has nothing better to do, he decides to help her achieve this goal along with the help of four other girls. As Tomoya spends more time with the girls, he learns more about them and their problems. As he attempts to help each girl overcome her respective obstacle, he begins to realize life isn't as dull as he once thought."
2168,Sakura Taisen: New York,6.33,"Adventure, Comedy, Supernatural","New York City, the late 1920s. The battle with Nobunaga is over, the city restored to peace...until the owner of Little Lip Theater informs Shinjiro... ""This time, the leading lady will be...you."" Thus Shinjiro, disguised as the actress Petitmint, is forced into the role of ""Cleopatra."" The Star Division members set out to persuade a reluctant Shinjiro, beginning a chase across the five boroughs. Meanwhile, a dark-skinned youth and his servant have appeared unexpectedly in the midst of the flourishing city. His eyes, concealing a silent wrath, are fixed upon nothing less than the Statue of Liberty. Now Shinjiro and company must protect this city of hopes and dreams from a new menace while safely raising the curtain on a new show. (Source: ANN)"
2170,Sousei no Aquarion OVA,7.08,"Action, Mecha, Romance, Sci-Fi, Super Power, Supernatural","In a distant future there is an organization called Deava which had to fight against the so called ""Shadow Angels"", creatures that had survived for over 12,000 years whose only purpose was to destroy humanity. Apollo, a seemingly normal human, was in fact the reincarnation of a fallen Angel called Apollonius, who in turn had to fight against Touma, a Shadow Angel, along with his comrades in order to prevent the destruction of the Earth. (Source: ANN)"
2171,Detective Conan Movie 11: Jolly Roger in the Deep Azure,7.48,"Adventure, Comedy, Mystery, Police, Shounen","The luscious hills of Koumi Island are one of many reasons tourists pay its shores a visit—a reason that comes second only to its scenic coral reefs and the legend of Anne Bonnie and Mary Read. The museum that houses the cutlass and pistol of the daring pirate duo does wonders for the small island's tourism. On a trip to the island, the famous Kogorou Mouri is joined by his daughter Ran, her best friend Sonoko Suzuki, the Detective Boys, and Conan Edogawa. Following a mix up at the hotel regarding their rooms, the group encounters treasure hunters and becomes acquainted with the island's treasure fever. Sent on a hunt of their very own, the Detective Boys scour the isle; while in far harsher waters, Conan discovers a murder. The police, following a clue from a recent robbery, arrive soon after, and Koumi is plunged into chaos. What follows is a mad dash by not only the treasure hunters but also the inhabitants of Koumi to secure Anne and Mary's long lost booty. All the while, however, Conan, Kogorou, and the police search for the one thing far greater than riches—justice."
2172,Crayon Shin-chan Movie 15: Arashi wo Yobu Utau Ketsu dake Bakudan!,6.77,"Comedy, Ecchi, School, Seinen","slapstick comedy on a bomb uproar, and a touching story about the ties between the Nohara Family and their dog Shiro. A film in the musical style including the scenes with inserted songs. When the Nohara Family enjoy a trip to Okinawa, a strange object like a flying saucer becomes stuck with Shiro's bottom. That is a special bomb dropped by ""The Only Buttocks Aliens,"" and it has the power to destroy the whole earth. The space monitoring center ""UNTI"" (Unidentified Nature Team Inspection) begins to pick up the bomb, but a female terrorist group ""Hinageshi Opera Company"" tries to get the bomb and disturbs UNTI's work. (Source: Manabu Tsuribe)"
2174,Hokuto no Ken: Raoh Gaiden Gekitou-hen,7.57,"Action, Adventure, Martial Arts, Romance",The third chapter of the pentalogy (3 Movies + 2 OVAs). A retelling of Kenshiro's final battle with Raoh. (Source: Wikipedia)
2175,Kino no Tabi: The Beautiful World - Byouki no Kuni - For You,7.71,"Adventure, Drama, Fantasy","fter a long journey, Kino and Hermes finally arrive at their destination—a very beautiful and clean country with many skyscrapers. Unlike the other places they have visited so far, the country's landscape is a little peculiar. Although the countryside appears to be farmland, the area seems to be abandoned. Filled with old and damaged buildings, there is no sign of life. In contrast, the city is hidden within a mountain, confined under a fabricated sky that is generated by advanced technology. The highly developed city is focused on healthcare, practicing strict hygiene regulations and aiming to turn its citizens into the healthiest of people. However, despite being in a beautiful and clean environment, Kino cannot help but feel a sense of uneasiness. The town's air slightly contains a peculiar smell, and there are no birds to be seen flying in the skies, bringing a sense of mystery and dizziness to the scenery. After all, as an experienced traveler, Kino knows that looks can be deceiving and that the town may not be what they had initially expected."
2176,Kiddy Grade: Ignition,7.02,"Action, Mecha, Sci-Fi, Super Power",cap of the original anime's first quarter.
2178,Highlander: The Search for Vengeance,6.75,"Action, Horror, Sci-Fi","Colin MacLeod, the immortal Scottish Highlander, travels with the wise-cracking ghost Amergan in search of the immortal despot Marcus Octavius, who killed Colin's lover on the Celtic plains centuries earlier. The once great city of New York is now submerged under water, with only one dominant fortress towering over the sea, the fortress of Marcus Octavius. MacLeod is torn between saving the survivors of New York and hunting down his nemesis. (Source: ANN)"
2180,Slow Step,6.56,"Slice of Life, Comedy, Sports, Romance, School, Shoujo","Based on the Adachi manga of the same name. The story revolves around a romantic triangle formed by the girl Minatsu Nakazato, a young student and softball player; Shu Akiba, a schoolmate; and Naoto Kadomatsu, an up-and-coming boxer. In reality the three-way relationship is more like three-and-a-half, considering that Naoto is in love with Maria... actually Minatsu herself, who'd once disguised herself to escape some evildoers."
2182,Robot Carnival,7.28,"Sci-Fi, Fantasy, Mecha","9 of Japan's leading animators were asked to create a short segment that followed the theme of ""Robots,"" for their inclusion in this film. Essentially, this ""movie"" is 9 short films, all independant of one another. The common element is human interaction with robots, namely the consequences of creating life with one's own hands, played in nine very different ways. (Source: ANN) 1: Opening (Atsuko Fukushima and Katsuhiro Otomo) 2: Franken's Gears (Koji Morimoto) 3: Deprive (Hidetoshi Omori) 4: Presence (Yasuomi Umetsu) 5: Star Light Angel (Hiroyuki Kitazume) 6: Cloud (Mao Lamdo) 7: A Tale of Two Robots (Hiroyuki Kitakubo) 8: Nightmare (Takashi Nakamura) 9: Ending (Atsuko Fukushima and Katsuhiro Otomo)"
2193,Saiunkoku Monogatari Recaps,7.28,"Adventure, Comedy, Historical, Drama, Romance, Fantasy",caps of the first season of Saiunkoku Monogatari. Aired to bridge the time till the second season starts.
2198,Aa! Megami-sama!: Sorezore no Tsubasa Specials,7.53,"Comedy, Magic, Romance, Seinen, Supernatural","hen Keiichi found his grandpa's diary and saw a treasure map inside, Skuld and Urd started to feel a great urge to search it. With the company of his friends, Keiichi arrives to Honda Inn, the place indicated on the map. Once the party is inside, they meet Honda Chieko, who seems to share a certain promise with Keiichi. Apart from all that confusion, it's time for Keiichi to have enough courage to say the words ""I love you"" to Belldandy."
2199,Chirin no Suzu,7.07,"Adventure, Drama, Fantasy","Chirin, a newborn lamb, and his mother live a peaceful life in a meadow. As long as they stay inside the fence that protects them and the rest of the flock, they are free to frolic and graze on the delicious clover leaves. However, their idyllic life is shattered when a wolf named Wor attacks them in the dead of night, killing Chirin's mother. Struggling to process his mother's death, Chirin swears to become a wolf himself in order to avenge his mother, unaware of what this transformation would cost him."
2200,Muteki Choujin Zanbot 3,6.89,"Action, Mecha, Drama, Sci-Fi, Shounen","There once existed a planet named Beal, until it was wiped out by the mysterious entity known as Gaizok. The few remaining survivors escaped to Earth and split into three families, named Jin, Kamie, and Kamikita respectively. While attempting to start a new life, the collectively known ""Jin Family"" prepared for the inevitable Gaizok invasion on Earth and its giant mechanical beasts known as ""Mecha Boosts"". In order to defend their new home, they have built three vehicles which when combined form the mighty Zambot 3. The Jin Family must not only defend against Gaizok attacks, but also harsh criticisms from the very people they protect, who blame the Jin Family for the invasion in the first place. (Source: AniDB)"
2201,Pokemon Movie 09: Pokemon Ranger to Umi no Ouji Manaphy,6.82,"Action, Adventure, Kids, Drama, Fantasy","Satoshi and his friends get lost in an unknown wasteland. They eventually come across a ""Water Pokemon Show"" performed by the star of the Mariner Troupe, Hiromi. Hiromi is a descendant of the troupe of Water People able to communicate with water pokemon, and she tells our heroes the legend that's been passed down by her people for generations. According to legend, a temple the Water People built called ""The Water Temple Akuusha"" rests somewhere in the ocean, and a treasure called ""The Water Crown"" is hidden there. It's said that no one has ever seen this treasure, but that changes when a Pokemon Ranger named Jack Walker (aka Jackie) appears to chase aftert it. Jackie is on a top secret mission that has him protecting the egg of the leader of the water pokemon, Manaphy. This pokemon, called the ""Prince of the Sea,"" needs to be taken to the Water Temple Akuusha, so Satoshi-tachi and Hiromi decide to help him. Along the way, a pirate named Phantom attacks our heroes from his great submarine. Phantom plans to use the Water Crown's power to help him conquer the world, but he'll have to solve the mystery of Manaphy's egg first. When the Rocket-Dan get into the mix, Jackie uses his Capture Styler to borrow the power of a nearby pokemon to stand up to them. Satoshi and Pikachu enter the fray, but they still have to contend with the attacks of Phantom's powerful high tech mecha! Suddenly, the egg starts to shine with a vivid light, and Manpahy is born! What is the mystery of the legendary treasure? What mysterious powers does Manaphy have? Can Satoshi-tachi and Jackie complete their top secret mission? The journey to reach the Water Temple Akuusha has begun!"
2202,Waga Seishun no Arcadia,7.49,"Action, Adventure, Drama, Sci-Fi, Space","Earth has been conquered by the evil Illumidus Empire, with parallels drawn to the U.S. post World War II occupation of Japan. Captain Harlock with a group that will become his life long friends begin their fight against this tyranny visited upon the planet Earth, with no regard to the costs the struggle will have on them, caring only for the ideal of restoring freedom to the people of Earth. (Source: ANN)"
2203,Waga Seishun no Arcadia: Mugen Kidou SSX,7.4,"Action, Adventure, Drama, Sci-Fi, Space","he end of Arcadia of My Youth Capitain Harlock and the crew of the space ship Arcadia had been banished from Earth. The Earth, as well as many other planets in the universe had been taken over by the Illumidus, a race of destructive humanoids who ruin, enslave or destroy almost any inhabitable planet they come across. In ""Endless Orbit SSX"" Harlock battles the Illumidus while searching for a mythical ""Planet of Peace"" where all the peoples of the universe can live freely and without war. (Source: Wikipedia)"
2204,Karakurizoushi Ayatsuri Sakon,7.39,"Mystery, Horror, Thriller, Shounen","The dark-haired bishounen is Sakon Tachibana, a puppeteer, and the other is Ukon, his favorite puppet, and best friend. Sakon is the (only) grandson of Saemon Tachibana, a national treasure of Japan famous for his manipulation of Bunraku puppets. Ukon is a child doll puppet made in the early Meiji era by the famous female dollmaker Unosuke. Together they run into murders and solve them. (Source: AnimeNfo)"
2205,Bakuretsu Tenshi: Infinity,6.79,"Action, Comedy, Mecha, Sci-Fi, Shounen","These events occur in Westland, New York, during the 21st century. With a sharp knife, a murderer is indiscriminately killing people… A girl witnesses one of these murders, and the knife is turned on the helpless girl shaking with fear. Meg returns to this town with Joe to celebrate the “birthday” of Shirley, who used to live with Meg. Orphans, they had decided that the day they first met would be her birthday. In the past, Meg had taken care of three little children, including Shirley, just before meeting Joe. The children were then adopted by a police officer, Sam. He possessed a strong sense of justice and they are supposedly living happily together now. Meg and Joe happen to help a person and receive a reward. They buy a present for Shirley with the reward money and go to meet Sam. However, they notice him acting strangely. Upon questioning him, he explains that Shirley was assaulted by a murderer and seriously injured. Joe says to the grieving and angry Meg, “Let's exact revenge on the murderer for Shirley.” However, the murderer gradually approaches them from behind. The cruel black eyes fall on Meg and Joe… To make matters worse, a dark plot casts its shadow over Meg, Joe, Sam, and the whole town. (Source: AnimeNfo)"
2206,Galaxy Angel Music Collection: Shouen to Shien no Cassoulet,6.95,"Sci-Fi, Comedy","Forte suddenly asks for leave for the day, leaving the Angels, Ranpha in particular, thinking she's off for a date. Meanwhile, Forte meets up with an old acquaintance who wants to ask her opinion on a rather pressing matter of life and death. (Source: Wikipedia)"
2207,Hamelin no Violin Hiki: The Movie,6.46,"Adventure, Comedy, Fantasy","hile on their quest to stop the Demon King, the violinist Hamel, the pianist Raiel, the magess Flute and the female warrior Sizer stop in a small kingdom and destroy a rampaging monster. While giving the four a heroes' welcome, the king and queen explain that their daughter has been kidnapped by a monster living in a nearby castle. They agree to go and rescue the hostage princess and defeat the monster. However, the enemy's castle is heavily guarded... (Source: ANN)"
2210,Tooi Sekai,6.34,"Romance, Drama","man and a woman, talking over their relationship."
2211,Jumping,6.49,Adventure,"oy walks down the street and as he goes along his strides increase. Eventually he leaps over towns, forests, and oceans, seeing many things and surprising many people along the way. (Source: ANN)"
2212,Bakuretsu Tenshi: Infinity Special,6.71,"Action, Sci-Fi, Mecha",Short AMV of the Bakuretsu Tenshi: Infinity OVA.
2213,Black Jack (TV),7.62,Drama,"Black Jack is an ""unregistered"" doctor with a clouded, mysterious past. He works with his little assistant Pinoko (who has a massive crush on the doctor), dealing with medical cases not very well known, which can be strange, dangerous, or not known at all. But he is a genius, and can save almost any of his patients' life (as long as they have the money for it, that is), and is known to many around the world, especially to those of medicine and science. He's a man of science himself, and does not believe much until he has seen it, yet it is many times he is surprised by love and nature often overpowering the science he bases his life in. (Source: ANN)"
2214,Black Jack 21,7.59,"Action, Drama","No direct-relation sequel to original Black Jack. Black Jack attempts to find out the conspiracy, of why he was involved in the bombfield accident that killed his mother, while he uncovers secrets of Organization and Project ""Noir"", which, his father and other famous doctors were involved in..."
2215,Kishin Taisen Gigantic Formula,6.87,"Mecha, Sci-Fi","2035 A.D. The heads of ancient giant idols were excavated all over the world. Using those twelve stones statues, Humanity had barely overcome the threat of extinction called the ""Equatorial Winter"". But the stone statues had forced Humanity to construct colossal suits of armor as their bodies and demanded that the humans fight each other. (Source: ANN)"
2216,Shigurui,7.41,"Action, Historical, Psychological, Drama, Martial Arts, Samurai, Seinen","he beginning of the Edo Era, when people enjoyed a time of peace, Lord Tokugawa Tadanaga holds a fighting tournament. In the past, matches were fought with wooden swords. This time, real swords will be used. One-armed Fujiki Gennosuke and blind Irako Seigen will fight each other in this match. Both are disciples of Iwamoto Kogan, who is known as Japan's greatest swordsman. Each of them are determined to prove himself the successor of Iwamoto's school. However, there can only be one champion. So begins a story of intertwining fates, conflict, and strange destinies. (Source: ANN)"
2217,Hand Maid May: Akiramemasen,6.74,"Sci-Fi, Harem, Comedy, Romance, Ecchi",Special episode.
2221,Aishite Knight,6.72,"Comedy, Romance, Shoujo","Yaeko Mitamura is an 18 year old girl working in her father's Okonomiyaki restaurant. One day Yakko casually meets a little boy, Hashizo and his odd cat Juliano. Hashizo has lost both parents when still a baby and has been brought up by his elder brother. Hashizo's brother Go Kato is the lead singer of the emerging rock band ""Bee Hive"". When Yakko meets Go and his friend and ""Bee Hive"" member Satomi Okawa an unexpected series of events unfolds. Love, jealousy, rock'n roll and the sparkle of newly borned stars is what makes this anime so lovable. (Source: ANN)"
2222,Dr. Slump: Arale-chan,7.16,"Sci-Fi, Slice of Life, Comedy, Shounen","Dr. Slump creates a little android girl, Arale, who is very stong, happy, and totally common senseless. They live in Penguin Village where the strangest things happen (e.g., the dawn is announced by a little pig wearing a basquee). (Source: ANN)"
2223,Maple Town Monogatari,6.8,"Slice of Life, Fantasy","aple Town Stories is about friendship, adventure and the troubles the children (Patty Rabbit, Bobby Bear and Fanny Fox) who are the main characters of the show, fall into. Wild Wolfe is a homeless thief who lives in the forest and usually steals from the town and does other mischief, but the kids are always there to stop him and set things right slowly making him understand the wrongs of his ways. (Source: ANN)"
2224,Hikari no Densetsu,6.6,"Music, Romance, Shoujo, Sports","Hikari is a young school girl who dreams of becoming a great champion in the sport of rhythmic gymnastics like her idol, Diliana Gueorguiva. Despite all her setbacks while performing, she works hard and with the help and support of Takaaki Oiishi (the best male gymnast of her school) soon becomes a member of the rhythmic gymnastics team in her school. She develops feelings for Oiishi, but she is not the only one—Hazuki Shiina, the best gymnast in the entire school, also has feelings for Oiishi. Soon a friendship between Hikari and Shiina develops, but also a rivalry as well in the sport and for the love of Oiishi. Hikari is also torn between her feelings for Oiishi and her conflicting feelings for Mao Natsukawa, an old childhood friend, who is also the lead singer of the band called Mr. D. He composes the music she uses while performing, and has been developing feelings for her since childhood. (Source: ANN)"
2225,Alps no Shoujo Heidi,7.28,"Slice of Life, Historical, Drama","fter becoming an orphan, Heidi is forced to live with her grandfather Öhi, who lives in the Alps. She learns he's a very bitter man who only accepted by force to take her in. But Heidi's kindness may be able to open his heart. Together with the shepherd Peter and invalid Clara, she has lots of adventures. (Source: adapted from ANN)"
2227,Lady Lady!!,7.51,"Historical, Drama, Shoujo","lost her mother at the age of five and lives in with her father in England. Lynn's father is not able to be by her side all the time because of his busy schedule and Lynn is often left on her own. Despite having to endure the harsh loneliness, Lynn strives to protect her promise with her mother to become a strong and elegant lady. (Source: ANN)"
2228,Honoo no Toukyuuji: Dodge Danpei,7.28,"Comedy, Sports","Danpei Ichihgeki is the son of Daijurou Ichigeki, a great dodgeball player. As his father, Danpei gives all he has for this game and so it shows in every match. (Source: AnimeNfo)"
